# Vigil IOC: Malicious signing certificate hashes
# Format: hash|threat_name|hash_type
1EBFFD9FE9463B2ED24582D2846990A5ABEF79B9|HelloSpy|SHA1
1ECC7F67BBD1BFAB97ADDCB05A496BCA7B6B135F|mSpy|SHA1
20948233C3EF1662E79850AE0AB959C4760114C2|AndroidPolice|SHA1
20AB40ACC2822A34EC199622CDCA9D7A63BB302B|Unisafe|SHA1
20C940625B322C487A89B1FEBF6C090845B040C1|FlexiSpy|SHA1
20F092BEC76C406223A7943371A1DBBB5BF66C13|pcTattletale|SHA1
219D2D7FEC2B2DA6E25693A75FC15D2C6F4F6E67|AllTracker|SHA1
219D542F901D8DB85C729B0F7AE32410096077CB|SpyNote|SHA1
230E35A26E471352DF5DBDBCF9834E0711500CB0|Reptilicus|SHA1
240E97A0587BF99441787EA3BCB2B2D8827564FE|Snoopza|SHA1
2441F6D331D6CFD8624346ED4B1987EAE6534FA3|Spyone|SHA1
24D3251C7A1184649211B9068820545397B112C9|EasyLogger|SHA1
26AF8554EE338D6969FAC51BF4DAC3186098056E|SpyPhoneApp|SHA1
26DDA9B261169FB0A63A6CEA5B682B7A190328B6|AndroidPolice|SHA1
26FC20C25AF99E4B6C16ABAD8E8D76AFA55973BB|AndroidPolice|SHA1
271CA9A77AF56B94F942EDA8F517E4B0FD44206C|AndroidPolice|SHA1
272CD0BC357FA03AF87940644CB8FFDECD2FDDC6|AndroidPolice|SHA1
28393DBA55F5B08294D1E54962BE1648C1EFB4A2|AbsoluTrack|SHA1
284E4AF2E92E8E49EDC2C8792D7008759813CB68|FlexiSpy|SHA1
28AFF3C41C0D42ACBB6B73C6C08868C442088640|Spyone|SHA1
2919FF38F04D757BA6FE344F1729275739F43E89|AndroidPolice|SHA1
29FFFE437675D2B55512953759C40776E547592D|MobileTrackerFree|SHA1
2A1C74FFFE33C7D867C7B284FFDBBA4DDD024450|AndroidPolice|SHA1
2A84B79A7E17E1F49642E8D5EA9828CFEA763E8C|MobileTrackerFree|SHA1
2B02F9708FAD9017D9F709AB2C5C8B5BD0D29394|AndroidPolice|SHA1
2C08279BCC8EB16B2B31ACFBD7E1D4BB28E49A87|Reptilicus|SHA1
2CF347EA59967F7799AA2C1FDB5D711B2B93D586|AndroidPolice|SHA1
2E104C33C8DA4DB32E59A45701D8E0C4CAD16BD3|VIPTrack|SHA1
2F033070A8CD93CEAC60F9E203BA33C9A9A3D226|MobileTrackerFree|SHA1
2FD8BEF4081F126D4DA655B40E9FC63F116DD857|Reptilicus|SHA1
317A9577A5B2D0930D06E0D8D7427E2F8FCAD29D|Spyone|SHA1
31A6ECECD97CF39BC4126B8745CD94A7C30BF81C|TheTruthSpy|SHA1
32570AD62B2DF951A67251ACB49E39E96B8A43BA|BosSpy|SHA1
32F6E28DD3E2E61ED94446591E31F89AEE3A9BD2|Spyone|SHA1
3397C095EAD93B13CC5B9979D1F3B4FAEF1D194C|AndroidPolice|SHA1
339B5C1746A1CDEA945D51BBE967C1320AE73CC4|AndroidPolice|SHA1
340E571CB1A64E6EE384D3F8A544681459CF3F5F|LetMeSpy|SHA1
340FE1F4AA4A401AD8E326907E35FB9E0C2486BD|FlashKeylogger|SHA1
34B791B5D35A874D189202EEA1FA99188F58A4C1|RealtimeSpy|SHA1
35B05ACC96D02849E20D9ED3BA9CEA41C2B83FFA|MeuSpy|SHA1
35CD797D1736484786152A231920575FABC5C12A|MobileTrackerFree|SHA1
35D1DB3904A84793394FE5DF7B678E263B1B33A0|AndroidPolice|SHA1
35D7CF057BFA5023CE739A725ADA0DA1FD34D1FF|EasyLogger|SHA1
35E90A29262F1E6CC25B6E483DEC67161513DE30|AndroidPolice|SHA1
36E6671BC4397F475A350905D9A649A5ADE97BB2|TheTruthSpy|SHA1
377223C40330F7925BB238E3A2AC6E1BE1A05749|MobileTrackerFree|SHA1
37ACE0321E8833F25BDDB363AB395C81354E88A0|TrackMyPhones|SHA1
38819265668EEAE6AC3C6C80D1A6530EAE99AD0E|SpyApp|SHA1
3930B621F30D13D24692CBBBBC67C59F92F1C9BD|mSpy|SHA1
3935E474CD6EDACB19F24192809B337D376656F6|MobileTrackerFree|SHA1
39DDEFD8261C1946E4F3160F6A9E200F59F06C11|AndroidPolice|SHA1
3A041A8B1CF12E01AD4AA14779C1FCCA0701FE5C|AndroidPolice|SHA1
3BA583488F36C708025C078D9EB4BEDC3918B098|AndroidPolice|SHA1
3D4D65F3584201E74B186A90C3333C468D3C6A09|Observer|SHA1
3E1A6646C93A7423A25104A88DA5BECE2F35EFF0|mSpy|SHA1
3E4E5813CA5B9D9BB50B70FAD3C201FAA54B4FD5|AndroidPolice|SHA1
3E929DB5941C185EA4FAC2B0D7BA7589D40A379E|MeuSpy|SHA1
3E9B3E5190F64BA9A952B7F57942AA21FFDA50BA|MobileTool|SHA1
3EA68714AE224B0C0EEED64A14B11D3983C3D6F8|iMonitorSpy|SHA1
40159690AF08A01670E3FA07A021F7B1C1437042|AbsoluTrack|SHA1
409B589FDEAE073A94D609E2B41A6C0EA952B35A|Cerberus|SHA1
4140120093B5655CF559B2A786269CF3F82E3AE9|AndroidPolice|SHA1
41862C48D4BBC2A83DB3CE6EBA0D0C53E3D882B6|Unisafe|SHA1
437940A417B58B1C2CDB85EDE4D37C3DE6EFDC95|VIPTrack|SHA1
43D45CE7BEE36E449434C14973B7D285209414C7|AllTracker|SHA1
4474D3395029E6C6744A470EE5F2107DBAEF16A0|AndroidPolice|SHA1
4569A62308FA134A33A5DDCC065D6FDAE5653435|AndroidPolice|SHA1
4579E9E02465DAC399B7A47682813F5104E5D914|AndroidPolice|SHA1
457D2470CA3E635178D224C14C0D743B7C7F9F80|MobileTrackerFree|SHA1
4591BD0E4CBE86FD7510F1427BA6538BB269AE4D|AndroidPolice|SHA1
45DECBF059864164A4BC644D3EAB8127FC98238A|FlexiSpy|SHA1
473F919A69BBAD3457AF2F0E3AFC34E513F103F1|bark|SHA1
483716998F0C092FE82B0B12B1A4BA399D941318|TheTruthSpy|SHA1
48A2190050B80F31E1E3CCFAF9909FAD238D9849|HighsterMobile|SHA1
492FF617A79F6C8D80B453815CFE6586E21C5F72|AppSpy|SHA1
493812991A9A1CC7BEEFD45F2180CD2FC0AF8913|MeuSpy|SHA1
4A3742E0C96AFB91954D613AAA637076750E5A0B|EasyPhoneTrack|SHA1
4AF16661FC885F7CC84358CCB8F272308436D5E3|RealtimeSpy|SHA1
4CACA12EB37B7A7F07AE380C7E1741D2C36531DF|BlurSpy|SHA1
4DAD108F915E237CA2834FAC70C077AD8105E804|iKeyMonitor|SHA1
4E6B680EF3B588EF53097BC7CEFB778833B8A475|AndroidPolice|SHA1
4F6AD2383DADACCF93EA5BE4300571C315DBDF5B|Hoverwatch|SHA1
4FF0174BEDC1D16BE55AC53B98599398AC461F82|TheTruthSpy|SHA1
5037E917539B4F31E0B92EBB7A9089C5DC567518|CatWatchful|SHA1
5051413BB7C4931F5CD25260FFF173739CBE0F3A|AndroidPolice|SHA1
50CADBA5487E7C00D67C8FF0D3A952D7B62BEE9A|MeuSpy|SHA1
523C42BF2F6CBAFC78BE41043E8E3E3BB311CBA2|CatWatchful|SHA1
5284272445CE993DE601BB23CAE6BA9E43E4589C|Hoverwatch|SHA1
52B12772C6558D6A44A2DAF9E18FFAE48C577CA7|Cerberus|SHA1
53486B8F8790D1848E0842F37B5C6DFA15CD3EBB|MeuSpy|SHA1
53FADDAF873B7BD00E5AD9F5F05E7888A398CE70|EasyLogger|SHA1
5407E1CC26F28D6024E0384693045AEA2B24C5DA|AndroidPolice|SHA1
54E4D1ACDA9E3071D27AA7B6470E23F75BF1380B|AndroidPolice|SHA1
554137DEE63BE07CE9687C5886244954277227F5|TrackMyPhones|SHA1
558765849658A3821FE4054ED2C1FF6E28B4B8A0|AndroidMonitor|SHA1
56BD8EB8A20904E4766D99F6D38D87466C44B114|RealtimeSpy|SHA1
56C8FA19250EDBA1A91A37F500DA91FBC0657B1F|SpyMug|SHA1
56EF5244378FB6B4EF82D2B9E99BF41F7B97D93A|TheTruthSpy|SHA1
57178BA7BE0677C3143C24362FD35A9CF0E311A8|MobileTrackerFree|SHA1
575A730BC2411897A318DEB23B3C3CC4F63422F5|MobileTrackerFree|SHA1
575F8E8A04A5967E78BC5B5A3E31FDACF42F4FB1|uMobix|SHA1
597C0169D8C27DE7C6B62C2C252F9ECAC0E562C4|SpyHuman|SHA1
5A73C8FE7CBA5C9E70B0DF69B3A111C42A10B215|VIPTrack|SHA1
5AD2ACB089F8BE5112FF5125D94036983DE3E8D5|MobiStealth|SHA1
5C5EF3DFE98B02251A6EC82609F22A092562AFEE|iMonitorSpy|SHA1
5C77395F77E17F293CC8C4E3E1FDD48296EE4B28|AndroidPolice|SHA1
5C9031E2340478521630198F3F90E5C8D38D3B64|AndroidPolice|SHA1
5D655F30DE8B8BDABCCDF660582C6369145E7A5A|AbsoluTrack|SHA1
5D7B59F3AFB74D86CCD56440F99CA2FC83A23F22|TheTruthSpy|SHA1
5E16BA998632C1C3E4D4AE707D6EE2454ED2AEB5|Snoopza|SHA1
5E3C376B52C672C81439358DE6348F25F96EAAA4|TheTruthSpy|SHA1
5EC970BC602D0EBB2F3C7A5135E24C330B71DE59|PhoneSpy|SHA1
5EEC898F0DBBD70A9B33DD16EE5FF06B6DE26EA6|mSpy|SHA1
5EF38D0143F601FD01AA39BFE9079E9927920208|AndroidPolice|SHA1
5F2DCC133AF3E19D3935A85A3E2871856602A21D|Fenced|SHA1
5F43A60BFC663FB37F419A40015495431649310B|MobileTrackerFree|SHA1
5F61BEB9591ADBDF9DA5B141A1EF35CDC0944C8C|SpyphoneMobileTracker|SHA1
6000C3F6A35C81C0AE6ACA73DBF7B7D19DCDB7BC|MobileTrackerFree|SHA1
60277E8CE202D8023F2ECC86F1726A50D9990576|AndroidPolice|SHA1
603881E46350999FF7A5CBD68FE6A5897C50CEDE|TrackingSmartphone|SHA1
6041F01561EC43309CCC8452719C4F515C32F3C2|BrunoEspiao|SHA1
60DA6A5B04C0100DFCE1213C850EFBDEB0D1E8D7|EspiaoAndroid|SHA1
6144ED2E25B6F3A5FAFCF914965CA071A685674B|Hoverwatch|SHA1
6156DB551938BB4560D4643B54527E4F169ED44F|GPSTrackerLoki|SHA1
630BB83172B184A6571126229E2B2DCA2EB4123F|SpyLive360|SHA1
636F6FE622D3059B569C9989F3CD491607F23A5D|FlexiSpy|SHA1
64403A61F41848F987D6FD0BE00392E9561A0EF7|Hoverwatch|SHA1
64AC17A447EB4BCAF556B57C5C66F232C489C7A7|Observer|SHA1
656CD7890ED79CE8570D1B7156C31958D5AC1606|HelloSpy|SHA1
665D624FD53E4D538DFE9F7A87087C513CB40506|TrackingSmartphone|SHA1
6696449AA96EBA57CDF4707F0F84274958BE4523|uMobix|SHA1
683722A1C629AD5734B93E08ADFAA61775AD196F|HighsterMobile|SHA1
68AC78A7CD660ED204B4BC3C73A3F91DA1AE45FC|TrackMyPhones|SHA1
68E4A16FD2B8D41E817CC5A06BA95B9CED9BD9F9|CatWatchful|SHA1
69B327860EDB531DDFFB1B5DBF0C24245A75F3E4|FlexiSpy|SHA1
69C28343A4D0F2156D7B56AE4616E1386173A047|Cerberus|SHA1
69EE83CB3E0968B49E33849D40F7D91B0592C7DB|LetMeSpy|SHA1
6A610D0211E543113EFE1A82CC4D270B6A45C526|AndroidPolice|SHA1
6B1DC3EAE0E8C59E7769A6E0A1BAA1938620A191|MeuSpy|SHA1
6B660EAAEBA47793B7A1278D714669A6612BCA5B|HelloSpy|SHA1
6C0B8CF7F47DB7A82A2C06D410690935FDD912DF|MeuSpy|SHA1
6C4E74FD002AEC131F8D05852566055C349E0A54|AllTracker|SHA1
6CA8C06D7DAC5F5685E014AE5C4D2062F77B42D6|AndroidPolice|SHA1
6CC6FB667F4D178DF4E9111FE96BE9AEAEE485EF|AndroidPolice|SHA1
6D0FF787BF4534F1077D1E4BF2E18BA381D97061|Reptilicus|SHA1
6DB1F33668AA745163DFB6C5614C3800BCA8D693|TrackMyPhones|SHA1
6DFB725019C7784B400D940DAAEDAED18C5B898B|RealtimeSpy|SHA1
6EB49E72D6138B4210D1CA60247D419E5660315C|HelloSpy|SHA1
6EF8C27EBCF808FFA377A391DB9892B997AF16C9|AllTracker|SHA1
6F1CE95315749AC6F377B310C0B831CF05B04C68|MobileTrackerFree|SHA1
6F1FDA1889463BFA646A950E49E121B7829A884D|AndroidPolice|SHA1
6F93929AB60AC760000E873CD7C56BA79A9E6CAD|SpyToApp|SHA1
718F3191938DA39D3A4EAC0EF0F44C70F32B0989|Mrecorder|SHA1
71AD1F579C3DCF32AA1E00E02245D359F80C260B|AndroidPolice|SHA1
71BE35691A181E1524DDF83F931FBC62DC4E7EC6|Cocospy|SHA1
724C6500F11737C12C0B89185A60427989656697|Cerberus|SHA1
73BF44A503427F7682C7136B109631E3BE4114DE|SpyLive360|SHA1
757DB1C635344324B665BAF056DC3E4B1D0CC39B|CatWatchful|SHA1
7688EA09EE353ED077E0A90D401881B63F115A3F|CatWatchful|SHA1
76A90B5E41FA2AFE14478CDA24A0CA6B4F7FC5F3|AndroidPolice|SHA1
76F6C302533751BED738D40882AC219BAAD65E7B|SpyHuman|SHA1
77032E80CC0ECEE49B8F2F58F9999330026E0DB3|CatWatchful|SHA1
77142DA3A865C256FCDD24E187FDCEBA1B4EC587|Mrecorder|SHA1
77C411957F307F6B971C7C07825CA5EA06F0E36D|AndroidPolice|SHA1
77E86A5C583256B5A52A5AEEB70542CD1BE34A99|MeuSpy|SHA1
783B1880ECDC5E75620A4C484E3BDBE08D6D4397|CatWatchful|SHA1
786325AB3E614F868CA2A7F2F0E75EC76A047311|iKeyMonitor|SHA1
789A24C1605F1BF2B6D64580C697BD38D9446A7E|AndroidPolice|SHA1
795C30FAD432EE48EDF52B0748BA2749F0915CA3|SwiftMobileSpy|SHA1
79C395148C34F0826E04B37A6632A53A7977A1AA|Spy24|SHA1
7A22EB86FD8D817ED7BFAA03E7A280A03AF20779|XDSpy|SHA1
7A55C057800823F710BF32A7D9865B300777E2D5|AndroidPolice|SHA1
7AFD651F96C7C938351396A53895C3C0704F6B96|HelloSpy|SHA1
7D0F4308B87223AEEFFA65060F0F752E84D363BE|AndroidPolice|SHA1
7D9EDDE23B4D3D7AC459B06ECEBE8EA1350D4F8F|AndroidPolice|SHA1
7DED7756C3DBE351A23BE061E989273888414FE6|AndroidPolice|SHA1
7F11358AC560C5E90B735A21B907F1C8143353DF|MobileTool|SHA1
7F5C0D54A813BA9B87A91420CA2C3DE5E7948F09|HelloSpy|SHA1
7FFE6DA96346FEE822E1F791176CD6970A1DC770|mSpy|SHA1
813A3AD37D87AA36120DFEC64146C311DB5F4CA9|SpyEra|SHA1
839FBBE6F3DF8153BB6582247DBBC2A42864A87D|RealtimeSpy|SHA1
8418703221A74C73405AD273C28CBC12444D7520|Cocospy|SHA1
842676B67005E6561808B650152F598035D12800|SmartKeylogger|SHA1
845705FB0FE177970768CE3F5241AEBD99F3BEEE|MobileTrackerFree|SHA1
849D181E1BEE5084CBE1BACBA8442996A8B1F8C6|TrackMyPhones|SHA1
8508603AE680C3BCDE91E6F909BF400F6DC878B4|MeuSpy|SHA1
854F7978408EA58C5B792C1C1EF9733FC2D5E813|Snoopza|SHA1
85A4C4F357A99888725862C351119FBB12C45695|AndroidPolice|SHA1
85AF7A95F8A95541F6B6DE88A8EBC24FF1658E98|Observer|SHA1
85F12B25CEB58B8376F83209D8D128841132DC51|MobileTrackerFree|SHA1
8698564FBEC700167FCC53D1AED00FFADF6BED6C|EasyLogger|SHA1
86D94A8CE736F82D834FA588F34106AE7B69D325|TrackingSmartphone|SHA1
87EF370B8D6E3089E7F8CDDD6E830B5E4C8CF60B|TrackMyPhones|SHA1
8851279B5177EF52B0B8540EE1FCED4BABDFB318|AbsoluTrack|SHA1
892C4F172AD3262EC398B40BBF8130C6421040A1|EasyPhoneTrack|SHA1
8A718113C6EDE9473FE4BF1F29E2E807B7EB7B56|MobileTrackerFree|SHA1
8A92A4F6F9FC52BC8788F17704944614C744716C|MobileTrackerFree|SHA1
8AD595A53B76014B7B919ED231DB372096D358E7|SpyMasterPro|SHA1
8AE2267AEEA0DBFF7D7CC1C82E54343B1B0CFA22|AndroidPolice|SHA1
8B187B3EBEF7D1BC8E32BEC78D36CBF95505A1C1|AndroidPolice|SHA1
8B9540311C46184984B48BF9CB51F1742A8AFB42|MobileTrackerFree|SHA1
8C017FDB2A81807EC879A8E30F4AB05D5CA02034|SpyPhoneApp|SHA1
8C76B4444DAE08ECF578AF51D295836F0D9BADC6|AndroidPolice|SHA1
8CD8FB235EA7F9B0FC308C1A59AB561C3869878C|RealtimeSpy|SHA1
8CED75E875A2F11B3327A73A6DBD0B25E26533F2|MobileTrackerFree|SHA1
8D7FEC36654F6B35FA89E079685D637CCEE27755|AndroidPolice|SHA1
8E352F2EE18054DF97C238915C0375AA13305DEC|CatWatchful|SHA1
8E38D577187544D4E0F747CAEF32B47FD15B07E5|BrunoEspiao|SHA1
8F0EAD4F1DA5DAAF8C0F7A51096CECEEF81D0C76|LetMeSpy|SHA1
8F23E1457ADC6189F6ED504A60DF8896FEC6D970|EasyLogger|SHA1
8F576BEEB71EA74E5F27764917BFF5B508017B68|CallSMSTracker|SHA1
917BB5B2D40EC40018541784A06285DE0F50F60F|TheTruthSpy|SHA1
91ED4F75A763A63471E1D1D39BA012DF867550D4|ShadySpy|SHA1
9225C8FD380154467908AE344FBE75CE7EF996B8|MobileTrackerFree|SHA1
9256E291823DA741B64CB23F7E371D0940E5272E|Reptilicus|SHA1
927CA44949D7788AA86F9D7F04D7FDACECD1DFB9|MobileTrackerFree|SHA1
9284CB43B87E9F9C77DA509F1672E884BD6CA876|iKeyMonitor|SHA1
92DF71DB15BEEAB77DF36FD879A89E5E0DEF4617|CatWatchful|SHA1
92EBDB7D7C18A34705A6918B5F327DDB0E8C8452|AndroidMonitor|SHA1
93135ABA6FF4B6CFE9B06153B9BDF769AEBC1D87|CatWatchful|SHA1
9329632A70D41158EBAB6EED27B12D8CB0D47579|AndroidPolice|SHA1
93385A087BB5CAB96EAE83A1AF874E0E39B2990F|FlexiSpy|SHA1
933C19015525266982AC6D830CB6B3D25079777B|RealtimeSpy|SHA1
934A3C0DC8912C4F2F8620F666FC7621BD7B97B8|pcTattletale|SHA1
9427212B33E9D3636970EAB73E2845E0DC59B5AA|AndroidPolice|SHA1
9442F1D40FBAAD7053D130986C4487D0BA5C079F|MobileTrackerFree|SHA1
9477420001BC79500623374EC586B054AAC97BF9|SpyPhoneApp|SHA1
95D589A90971992A2038E5961B39C8B6BC77CF19|AndroidPolice|SHA1
96A1F635F940D8D154FD42D550B6201B60692744|TrackView|SHA1
970B463F5103B36326AF8C8349A4106F6932835B|AndroidPolice|SHA1
98140CAE57F4D4CA53EF81F6521E7A0FD601F6E9|AndroidPolice|SHA1
984F8786102D9BF26E5244BBC93733D3609948F4|FlexiSpy|SHA1
986E5892EFB97E807772698BAC701F49CE9CAEA8|AndroidPolice|SHA1
98E76043B54DD7CB76E0E6E384A83646F1865BAE|AndroidPolice|SHA1
98ED5841256A44FB1525FE154C0516ACED82FFF3|iKeyMonitor|SHA1
9B07A93BC509C0AE614AEAFFCD6B56797CD02166|SpyMasterPro|SHA1
9B48840CBF93379410172B4B85989624D2B33D59|FindMyKids|SHA1
9B48840CBF93379410172B4B85989624D2B33D59|WiseMo|SHA1
9BCE25527FF174A4AD6CDE233B17038641A5EEF9|Xnore|SHA1
9BD494107EFED96F630D29D6E18AE4DCC47149E2|Reptilicus|SHA1
9DE8D6C6757152EC819C1A09F5665B77F72493A2|TheOneSpy|SHA1
9E09874197988F20DB51EB6A34BFD908AC42C35B|AppSpy|SHA1
9ED8DD944D3EB545E1EEEEEC1D8174772CF37C07|NeoSpy|SHA1
9EECE9B4ECF4DC0C5981FEACFB271E1C0A2967FF|AndroidLost|SHA1
9F6F25AB4EB39CA27BBB22465E6FDC1FC3791C85|RealtimeSpy|SHA1
9FE876AF76CDCB685102A38528A3A732B0872DC6|CatWatchful|SHA1
A1AA4CD5B6CDBD906E3B27A7D1FA42EA2416ADC3|BrunoEspiao|SHA1
A2CD01EE20E3C25575D2D9B9645A52A1FA8C36C6|AndroidPolice|SHA1
A2CE290D98B66B577880F3D7807DC01EB7FCE01B|AndroidPolice|SHA1
A2EBDD14E2AE17F52363BCB751CCBE15BE5A2F8D|AndroidPolice|SHA1
A36C70833A8A796F94CCD56B810D2A123F4F0485|AndroidPolice|SHA1
A40D8FDC7953AD69D970FF00658EB0F58B3A052A|HelloSpy|SHA1
A4817668612688754B4905C44AB9F70C58C25CB2|MobileTrackerFree|SHA1
A4E169AAF0068A1FC5F7900B7F59A438B833364C|NetSpy|SHA1
A519EF2B8C4E73A097065B322687C9D38DED610C|Unisafe|SHA1
A759EC34A1144DC3443A9D4C3286F9F3A4F23FB1|Traccar|SHA1
A75B340A58545B28B7E837582259C1CC2CE21512|MobileTrackerFree|SHA1
A7E75010B3709D54D52CCE914AF06946744F5F67|MeuSpy|SHA1
A93266E83B136CBC220062898D308213263E793A|TrackMyPhones|SHA1
A9A302C9606AF4BE4468A4FC74F7873DDADA2AB0|AndroidPolice|SHA1
AA0458B6C035E767E61DB7456CBCA89CC4D42090|RealtimeSpy|SHA1
AA4F85CD7C24116BB51FA733BE59290B7BB8C204|AndroidPolice|SHA1
AA752803419B66BC6D5CFCD61A7C88935FFE5511|Traccar|SHA1
ACB2CA50376456FD81B5C6C19CF6D717CFBB888B|iKeyMonitor|SHA1
AD231A7CD57E2CEF8162F4D341C3573DE2B8F443|ShadowSpy|SHA1
AD62CBB4BD298CF69CDA40997C3E5D70112D7161|AndroidPolice|SHA1
ADF393A6628366341BA488B85A5AE738793BFD17|AndroidPolice|SHA1
AF113D18054A6B8DE74644BCE3F0AE41206B16AC|MeuSpy|SHA1
AF821DD021558AEDF49730D2892063BD502DEA14|TalkLog|SHA1
AFC457A96258490FBC284EE889634B5F3E325B8E|Hoverwatch|SHA1
AwamiSolution|SmartKeylogger|unknown
B0A100360B029E0B2105F60E2C8EEB9053998A7E|MeuSpy|SHA1
B0B09157DC34E3D20DF6A92EBA0014D36A27C451|MobileTrackerFree|SHA1
B0F639B67819EDBADC73B9FEFF2582FC58B8F115|TheTruthSpy|SHA1
B1336A5F3A017394186563E84AE0D2649FC1697D|TheTruthSpy|SHA1
B14E50E56D5D483031137FD247D4A5466D0E61B4|TrackView|SHA1
B374A75F87F992A6F57CF99A24197ABCEB17A1E7|SpyAdvice|SHA1
B4A1513C2C71F08D2EE763CD3FAE585F71F268A9|Cocospy|SHA1
B4ED5FA9E2A9176DA53324717A9B10F57191859C|Cerberus|SHA1
B5075AB201EE483C8ECADE1BC4FC711293D6932B|MobiSpy|SHA1
B57FAAB701E26B4C92972442D3A428881E18441A|AndroidPolice|SHA1
B5895930053256D408DE74B66BA132B73CB21527|Unisafe|SHA1
B61326887306E5A65726AE6BFD1D720D2760CEFF|Reptilicus|SHA1
B6A744B0E8AE049AC0C20402EBC137B1192699A9|AllTracker|SHA1
B6B58148F1B2198C94BDE546FD2E0734EC7838D6|Hoverwatch|SHA1
B6D2D36C75931CCA18538B79C5DE3A04EF4AF777|TheOneSpy|SHA1
B7285348B05EDAEFF7F032384E4F90182E1C1F27|TrackMyPhones|SHA1
B7322B2126B2C4F4DED940D719FE1E63FD233D35|MobileTrackerFree|SHA1
B7B561250288C8BB44932B591B5451D852A95109|eagleSPY|SHA1
B7BB744C68FD6EB4C49298E7506BED53DC4773FF|RealtimeSpy|SHA1
B8C908630D7D1ED52FA4E5AEC2A2BDA0414F8B3F|AndroidPolice|SHA1
B8CA103D22C39282D7A1E8028D93333E481CCA83|MeuSpy|SHA1
