# Vigil IOC: Malicious file hashes
# Format: hash|threat_name|hash_type
495adb1b9777002ecfe22aaf52fcee93|201611_KeyBoy|MD5
49ceba3347d39870f15f2ab0391af234|201510_NGO_Burma|MD5
4a23a1d6779d199aaa582cf0a5868ad1|201512_PackRAT|MD5
4a3ba18ecc4b74d4321912882e175976|2021_04_taking_action_against_hackers_in_palestine|MD5
4b740be3b607687b0db472504dd734a87ed7be63b26211454cd58cf67b0874fb|2023_05_malware_iocs|SHA256
4ce92da8928a8d1d72289d126a9fe2f4|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
4d85904b15c0adc8664f71bc2c5496bf|201808_FamiliarFeeling|MD5
4ddf012d8a42ad2666e06ad2f0a8410e|201707_InsiderInfo|MD5
4fe4094302c26e7ea2c58f5ca9f7f993|201803_BadTraffic|MD5
53ab0aecf4f91a7ce0c391cc6507f79f669bac033c7b3be2517406426f7f37f0|2023_05_malware_iocs|SHA256
53f81415ccedf453d6e3ebcdc142b966|201510_NGO_Burma|MD5
542c85fda8df8510c1b66a122e459aac8c0919f1fe9fa2c43fd87899cffa05bf|201611_KeyBoy|SHA256
56bc314bc0d4a0a230a4de2bf978b5ae|201803_BadTraffic|MD5
56f0e67d981024ddcc215543698f44fb|201510_NGO_Burma|MD5
5710d567d98a8f4a6682859ce3a35336|201510_NGO_Burma|MD5
5739ece4966904d0c683ed00ac14681075d0e2e35dfc4ceb870d3839ff4b3c62|2023_05_malware_iocs|SHA256
57ffde3504934e25904bcc57d27f9217|201808_FamiliarFeeling|MD5
58239ea5747d3375278ce7c04db22c1b|201803_BadTraffic|MD5
58333095cd9c36b7388901ce997baa0c|2021_04_taking_action_against_hackers_in_palestine|MD5
5C4EC3D93A664E4BFA1CE6286CCF0249|201608_Group5|MD5
5a372b45285fe6f3df3ba277ee2de55d4a30fc8ef05de729cf464103632db40f|201605_Stealth_Falcon|SHA256
5a8975873f52436377d8fb0b5ab0d87a|201512_PackRAT|MD5
5b920c6cd1d8de54463f07965b8c43f3|201905_EndlessMayfly|MD5
5c030802ad411fea059cc9cc4c118125|201603_Shifting_Tactics|MD5
5c053d98c4281cbf6910029ccb4b02e30dad20c9ddbd72cb6c7c6caf6e609330|2023_05_malware_iocs|SHA256
5c3f0dcf4aaa699b50154aa245923c86|201803_BadTraffic|MD5
5c917492368a341811e4c559fc5e5e742620b98a42960a5f74ecf8fa1d85dba5|2023_05_malware_iocs|SHA256
5d885fd9b896c8d59dbdc6b3ae4068662544f401d98a7eba757b329714d87c45|2022_08_metas_adversarial_threat_report_q2|SHA256
5d9027c76306efd5fb57f42dbbaa26f976657a523c32d8fd3fa628ee1417d0aa|2022_08_metas_adversarial_threat_report_q2|SHA256
5da2f14c382d7cac8dfa6c86e528a646a81f0b40cfee9611c8cfb4b5d589aa88|201611_KeyBoy|SHA256
5f24a5ee9ecfd4a8e5f967ffcf24580a83942cd7b09d310b9525962ed2614a49|201611_KeyBoy|SHA256
60e0279b7cff89ec8bc1c892244989d73f45c6fcc3e432eaca5ae113f71f38c5|2023_05_malware_iocs|SHA256
6161083021B695814434450C1882F9F3|201608_Group5|MD5
6161083021b695814434450c1882f9f3|201608_Group5|MD5
6356d55c79a82829c949a46c762f9bb4ca53da01a304b13b362a8a9cab20d4d2|2021_04_taking_action_against_hackers_in_palestine|SHA256
639c7239f40d95f677a99abb059e8338|201604_UP007_SLServer|MD5
64034ca28c0844690f0a195534fff168|2021_04_taking_action_against_hackers_in_palestine|MD5
6491df10c766be9c487fb9495d04df6e|201803_BadTraffic|MD5
6701662097e274f3cd089ceec35471d2|201510_NGO_Burma|MD5
670a389a93b82ccf198dd7789a865096|2021_03_taking_action_against_hackers_in_china|MD5
67e866c461c285853b225d2b2c850c4f|201808_FamiliarFeeling|MD5
67e8f9312c8db3b958b189417be4301dcdbaef70b5b102c23bf5ea909b1e44b7|2023_05_malware_iocs|SHA256
695db7dd3b1daf89f2c56d59faecc088|201512_PackRAT|MD5
69730f2c2bb9668a17f8dfa1f1523e0e1e997ba98f027ce98f5cbaa869347383|2020_12_taking_action_against_hackers_in_bangladesh_and_vietnam|SHA256
6977e6098815cd91016be9d76f194ed4622640d03c6cdd66b1032306a2190af7|201909_MissingLink|SHA256
699b3d90b050cae37f65c855ec7f616a|201510_NGO_Burma|MD5
6a442a610c047a7a306a12f423978bfb|201803_BadTraffic|MD5
6a541de84074a2c4ff99eb43252d9030|201604_UP007_SLServer|MD5
6b2970664cac51054906983f97bd5419|2021_04_taking_action_against_hackers_in_palestine|MD5
6c34d4296126679d9c6a0bc2660dc453|201512_PackRAT|MD5
6ce947913231bd968c86a2737bae7bba|201803_BadTraffic|MD5
6e0ec6bd0bef489c83c2dce4876de5c8|2022_04_metas_adversarial_threat_report_q1|MD5
6e7b5c71f7ea462c47dc992090cd4d58|2021_04_taking_action_against_hackers_in_palestine|MD5
70875705e8bc3887cec4ef1873cdb152|2022_04_metas_adversarial_threat_report_q1|MD5
718f26ac95a9605f3b25ffbd3ab152f7438e0f3fca1c07a2e211471c14d31d2f|2023_05_malware_iocs|SHA256
72b3fa74db4a1dd7cbf86a82f2ac6a657724f503e12675721be12e0c6c0de55b|2023_05_malware_iocs|SHA256
72c88c4a9d2316b266a6702374411a99|201808_FamiliarFeeling|MD5
74613eae84347183b4ca61b912a4573f|201512_PackRAT|MD5
75b86a01196854919626e87d5bd45a38|201808_FamiliarFeeling|MD5
762acdd53eb35cd48686b72811ba9f3c|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
768510fa9eb807bba9c3dcb3c7f87b771e20fa3d81247539e9ea4349205e39eb|2020_12_taking_action_against_hackers_in_bangladesh_and_vietnam|SHA256
76F8142B4E52C671871B3DF87F10C30C|201608_Group5|MD5
76f8142b4e52c671871b3df87f10c30c|201608_Group5|MD5
7735e571d0450e2a31e97e4f8e0f66fa|201603_Shifting_Tactics|MD5
779a79c11f581b84e7c81f321fd8d743|201512_PackRAT|MD5
7804aa608d73e7a9447ae177c31856fe|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
7833c0f413c1611f7281ac303bcef4b3|2021_04_taking_action_against_hackers_in_palestine|MD5
7999f5af42e6a825db56aa800a6b957c19d609225cc339f12cf85dde06af3b74|2022_08_metas_adversarial_threat_report_q2|SHA256
7D898530D2E77F15F5BADCE8D7DF215E|201608_Group5|MD5
7ad8ad340c084f8185e2bb18cbfde891|201803_BadTraffic|MD5
7b2cb5249d704cb1df8d4210e7c3d553|201512_PackRAT|MD5
7bef7a2a6ba1b2aceb84ff3adb5db8b3|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
7d898530d2e77f15f5badce8d7df215e|201608_Group5|MD5
7e0081fba718fcd71753d3199a290f03|201510_NGO_Burma|MD5
7e9e8c5dd9cb02a35a0e7004e7952b52e4a1029e71ce4fdc3bd4af18cd0905dd|2023_05_malware_iocs|SHA256
7ea20c7c999bbd59e9b90309c0afa972|2021_04_taking_action_against_hackers_in_palestine|MD5
7fd98d6bb1e9d6bcf2e1984e812c1e46|201803_BadTraffic|MD5
80e8ef78b9e28015cde4205aaa65da97|201605_Stealth_Falcon|MD5
82254d20e63491be3dfcdc0ad9a9dc6b|2021_04_taking_action_against_hackers_in_palestine|MD5
84d8671e8dc8a12fd1d4ef376cba900b0d5fd785a942ce8d4bc43cb0325c814a|2023_05_malware_iocs|SHA256
8522c77e48c846c2c026b6e16501a3b2|201905_EndlessMayfly|MD5
87e1df6f36b96b56186444e37e2a1ef5|201605_Stealth_Falcon|MD5
884d46c01c762ad6ddd2759fd921bf71|201510_NGO_Burma|MD5
88e027b1ef7b2da1766e6b6819bba0f0|201707_InsiderInfo|MD5
88e85fb6074ae50a3ccc9b410805ffe5|201808_FamiliarFeeling|MD5
88f43fe753e64d9c536fca16979984ef|201707_InsiderInfo|MD5
89180820b47bb11ccf0c8505371e98d1|201803_BadTraffic|MD5
8EBEB3F91CDA8E985A9C61BEB8CDDE9D|201608_Group5|MD5
8b074a0c693d287fca74231d2d6d3a99|2021_04_taking_action_against_hackers_in_palestine|MD5
8b48cec7cb30ff0f02b06c51aa15f24f|2021_04_taking_action_against_hackers_in_palestine|MD5
8b83fc5d3a6a80281269f9e337fe3fff|201603_Shifting_Tactics|MD5
8bb2ba6f1cfa3bd99146688cd1e76bb0|201803_BadTraffic|MD5
8c8eb5cfc5642a773c5f2b5f59148aa3|201803_BadTraffic|MD5
8e0f021dcbbfa586a1c6780e77ac0fb6|201512_PackRAT|MD5
8ebeb3f91cda8e985a9c61beb8cdde9d|201608_Group5|MD5
8fb96dfab7e4c0acb1eb9f4e950ba4b9|201512_PackRAT|MD5
8fea3de31a58415c3fec2e6dd4095575|201803_BadTraffic|MD5
90373539c60529153d0d6b0cc857e845|201803_BadTraffic|MD5
91e976f76cc027931fed4cf70702efff|201808_FamiliarFeeling|MD5
93b630891db21a4a2350280a360c713d|201512_PackRAT|MD5
945de4d3a046a698aec222fc90a148ba|201707_InsiderInfo|MD5
947e28ba5ddcce733fa1749c7dc50d12942531ce39c4c89a1981c5a935714f84|2023_05_malware_iocs|SHA256
95efa51b52f121cec239980127b7f96b|201707_InsiderInfo|MD5
969fe5597a44bf4eb66ebdc7b09ef2c8|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
979db48c0c797db1feb7914447646667248b6083a807d04e2c8bcdfd4c52725b|2023_05_malware_iocs|SHA256
98977426d544bd145979f65f0322ae30|201611_KeyBoy|MD5
9a53506c429fa4ff9113b2cbd37d96c708b4ebb8f3424c1b7f6b05ef678f2230|2021_04_taking_action_against_hackers_in_palestine|SHA256
9a55577d357922711ab0821bf5379289293c8517ae1d94d48c389f306af57a04|201611_KeyBoy|SHA256
9b0de56f7f862db73e223f41099fc74c|201803_BadTraffic|MD5
9b91427d195b8b7e75fbbc29a798bede|2022_04_metas_adversarial_threat_report_q1|MD5
9bc5fec740bdb4d93f2da9b2db75dc3f|2021_03_taking_action_against_hackers_in_china|MD5
9fd4b37cbaf0d44795319977118d439d|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
A4F1F4921BB11FF9D22FAD89B19B155D|201608_Group5|MD5
B4121C3A1892332402000EF0D587C0EE|201608_Group5|MD5
DD5BEDD915967C5EFE00733CF7478CB4|201608_Group5|MD5
F1F84EA3229DCA0CCACB7381A2F49F99|201608_Group5|MD5
a070fd2cce434a6f0b0d0fa6d3278d22|201803_BadTraffic|MD5
a09f100ddc7cf29f8a93a3d7a79c58b9|201512_PackRAT|MD5
a3d18021cd444e8fe23fffc1a6140071|2022_08_metas_adversarial_threat_report_q2|MD5
a4f104e2058261c7dbfc1c69e1de8bce|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
a4f1f4921bb11ff9d22fad89b19b155d|201608_Group5|MD5
a5199e6f1904f5a532a562fbb9d5abc6|2021_03_taking_action_against_hackers_in_china|MD5
a53c74fa923edce0fa5919d11f945bcc|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
a5ae6e0d74052d4f889f2538fdd7cb9b|201803_BadTraffic|MD5
a73351623577f44a2b578fed1e78e37e|201512_PackRAT|MD5
a74ef893b1bf21c9df6d8e31285db981|201512_PackRAT|MD5
a7a07b5c9d606fbc5480ebd5acd2cf1d|2021_04_taking_action_against_hackers_in_palestine|MD5
a80a1b022fdcaa171e454086711dcf35|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
a913d9d9dfc7670df5f3a235b1398be8|2021_04_taking_action_against_hackers_in_palestine|MD5
a988235ad7d47acbeca5ccb4ea5a1ed5|201512_PackRAT|MD5
aa7330d2d360cac61394843d8af730bb|2022_04_metas_adversarial_threat_report_q1|MD5
aaa55f1e48aba8856661fedc0074e81a|2022_04_metas_adversarial_threat_report_q1|MD5
ab533be4ff9c99e8a03bc4cd413badb6|2022_04_metas_adversarial_threat_report_q1|MD5
abb02750c3801e1ef5c1617adac2d014ba8e3d2538c0ef7fceea768b7bc68691|2023_05_malware_iocs|SHA256
ac5763000ae435875f3b709a5f23ecc0|201707_InsiderInfo|MD5
adf1b8a1b5b9f2d36ce716b39f478fffd0bbf823449bb1c972cad539619e8f27|2023_05_malware_iocs|SHA256
aeb0c38219e714ab881d0065b9fc1915ba84ad5b86916a82814d056f1dfaf66d|2021_04_taking_action_against_hackers_in_palestine|SHA256
b06e2f95ecf7012138bee314be9baed9|2022_08_metas_adversarial_threat_report_q2|MD5
b1c114ae9172a3bacc5c6b30c410f354|201808_FamiliarFeeling|MD5
b3510e0a8775d9ab5c8409510041dc1e7da47923d5bf3e8f0848a4a3970ffca7|2022_08_metas_adversarial_threat_report_q2|SHA256
b4121c3a1892332402000ef0d587c0ee|201608_Group5|MD5
b85fe634f3c5b1022a1adbc21f3b85b58451ca2b89e9380fc5f22b9340a18b88|201909_MissingLink|SHA256
bb080489dbc98a59cac130475e019fb2|201707_InsiderInfo|MD5
bbe4dddc09dcef160db0fd4c24c4f052|2021_04_taking_action_against_hackers_in_palestine|MD5
bc31493e996db7fe45b7ed7aaa51fd54|201905_EndlessMayfly|MD5
bc97437fec7e7e8634c2eabae3cc4832|201512_PackRAT|MD5
be6f2a03dfddbaf1166854730961d13c|201803_BadTraffic|MD5
be8a344487bcfea66de8e0f0f14d869e|201803_BadTraffic|MD5
bf61c078157dd7523cb580672273190de5de3d41577f5d66c5afcdfeade09213|2021_04_taking_action_against_hackers_in_palestine|SHA256
c1dabd54a672cbc2747c53a8041d5602|201707_InsiderInfo|MD5
c2237e9d415f542ce6e73adb260af123|201512_PackRAT|MD5
c25acaa45b0cf65a39c8413fa99e1fe8|201808_FamiliarFeeling|MD5
c2e55b0d7be1c1991a5b70be7280e528|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
c3a7779e3eee4885078e03601fb2648b|2021_04_taking_action_against_hackers_in_palestine|MD5
c4c147bdfddffec2eea6bf99661e69ee|201510_NGO_Burma|MD5
c5b5f01ba24d6c02636388809f44472e|201611_KeyBoy|MD5
c9eabbca8b54f8e4d794702f3e270150c9e0e765b0724e69c5ead0c091bce4ef|2023_05_malware_iocs|SHA256
ca1d9908f32ee5c0bdd9b4efec79108f|2021_04_taking_action_against_hackers_in_palestine|MD5
cc3a42d62f6f1f3ea4043a154d656f319806226628f488d7459a26e6e9c61e77|2023_05_malware_iocs|SHA256
ccabc8f4868184a04b032b34d9303810|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
ce274c0bd0743695529a43d7992e2d2c|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
ce6065346a918a813eeb58bbb0814a23|201512_PackRAT|MD5
ce8ec932be16b69ffa06626b3b423395|201604_UP007_SLServer|MD5
cec071424d417a095221bf8992819388|201510_NGO_Burma|MD5
cee04466df0fef3c70d28586dd20b5f1936725e574170d873620621a3cbaf611|2023_05_malware_iocs|SHA256
cfcd2a90e87156e1a811f9c7b0051002|201604_UP007_SLServer|MD5
d07b2738840ce3419df651d3a0a3a246|201604_UP007_SLServer|MD5
d188115cbf404d96a8ee9c4df6a38787428f5ba31525b42ac0074ccda63913f4|2023_05_malware_iocs|SHA256
d2787aff6e827809b836e62b06cca68bec92b3e2144f132a0015ce397cf3cac2|2021_04_taking_action_against_hackers_in_palestine|SHA256
d2adecc6287dd4d559fe6ce2ce7a7e31|201512_PackRAT|MD5
d2e9412428c3bcf3ec98dba8a78adb7b|201603_Shifting_Tactics|MD5
d2f151312f7dee2483ddcab9766b56db|201512_PackRAT|MD5
d579d7a42ff140952da57264614c37bc|201604_UP007_SLServer|MD5
d7ec065cc3f563928504f80692578d2f|201803_BadTraffic|MD5
d7f34168b1a7dd7cbd8e62a5ab1ebc0e|201512_PackRAT|MD5
d80fc6a4f175e3ab417b9f96c3b37c73|201707_InsiderInfo|MD5
d8becbd6f188e3fb2c4d23a2d36d137b|201604_UP007_SLServer|MD5
d8ede9e6c3a1a30398b0b98130ee3b38|201604_UP007_SLServer|MD5
d9a39c41e9f599766b5527986e807840|2022_08_metas_adversarial_threat_report_q2|MD5
dc195d814ec16fe91690b7e949e696f6|201604_UP007_SLServer|MD5
dd1101adc86fd282f5f183942cc2f3b7|201512_PackRAT|MD5
dd5bedd915967c5efe00733cf7478cb4|201608_Group5|MD5
dd8485d87d8998d47de4f5dfcc9213e1|2021_04_taking_action_against_hackers_in_palestine|MD5
df0045bd4168893922480f7ccb29860a|201803_BadTraffic|MD5
df196bd42e1da1d34c23c8d947561618|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
e0338b1f010fdc4751de5f58e4acf2ad|201707_InsiderInfo|MD5
e03be1849ad7cecba1e20923074cd22f|201512_PackRAT|MD5
e0eb981ad6be0bd16246d5d442028687|201604_UP007_SLServer|MD5
e1b03f5837533ecc9a05e19650d68e1d|201808_FamiliarFeeling|MD5
e20473bea7fe5968f0a032303838b601|2022_08_metas_adversarial_threat_report_q2|MD5
e36df1e426a2da7f98bc2ed336472068335b0201a05e24ed86bac3a6ae60ef31|2023_05_malware_iocs|SHA256
e436e849d9496ef3f651c1904786c78f|201803_BadTraffic|MD5
e510c361c8101384277dd95cc2c8e76715dd241f58553f592245b620422beaf3|201909_MissingLink|SHA256
e567efd5c800c5b0c6eb5aa0bccc10e9|2021_04_taking_action_against_hackers_in_palestine|MD5
e80d8a0c35133f7485d8e87ade903919|201803_BadTraffic|MD5
e841ecaa44b3589120b72e60b53f39c6|201707_InsiderInfo|MD5
e8a528491b28e4d62a472da7396c7047|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
e8effd3ad2069ff8ff6344b85fc12dd6|2021_04_taking_action_against_hackers_in_palestine|MD5
ea45265fe98b25e719d5a9cc3b412d66|201603_Shifting_Tactics|MD5
ea50bf8abcf9c0c40c4490dc15fb0a2a|201512_PackRAT|MD5
ea7bcf58a4ccdecb0c64e56b9998a4ac|201512_PackRAT|MD5
ed8d7ed45b64890b8901b735018318f3|201512_PackRAT|MD5
efc0009d76a2057f86c5f00030378c72|201512_PackRAT|MD5
f1f84ea3229dca0ccacb7381a2f49f99|201608_Group5|MD5
f25466e4820404c817eaf75818b7177891735886|201605_Stealth_Falcon|SHA1
f282fd20d7eaebe848b5111ecdae82a6|201707_InsiderInfo|MD5
f344da38958dbc730ddebc10660cd451|201803_BadTraffic|MD5
f36e67109ae368c9db109d0a41b5817c|201803_BadTraffic|MD5
f70b295c6a5121b918682310ce0c2165|201604_UP007_SLServer|MD5
f7ea82e4c329bf8e29e9da37fcaf35201dd79c2fc55cc0feb88aedf0b2d26ec2|2021_04_taking_action_against_hackers_in_palestine|SHA256
f80edbb0fcfe7cec17592f61a06e4df2|201604_UP007_SLServer|MD5
fa90508007b94a4dbfeb8b48d5443ec8|201803_BadTraffic|MD5
fbb887dbcbac146adde68ae15bf0fadab144f2ed60e2db62a6acf5f13e31b80e|2023_05_malware_iocs|SHA256
fcf357556c3af14bab820810f5e94436|2021_11_action_against_hackers_in_pakistan_and_syria|MD5
fd7b5a118ce118698694c081de863e2e9bcc79acc44411cf24956648a94ddef7|2023_05_malware_iocs|SHA256
fd8da30dd9e45bd31af79a9652d50ece|2021_03_taking_action_against_hackers_in_china|MD5
fe77e052dc1a8ebea389bc0d017191e0f41d8e47d034c30df95e3d0dc33cfe10|2021_04_taking_action_against_hackers_in_palestine|SHA256
fef27f432e0ae8218143bc410fda340e|201603_Shifting_Tactics|MD5
